id_song,date,points,lyrics
2143,2018-10-04,20 points,Comme Omar Sy
2143,2019-09-21,40 points,Fais le grand écart de Van Damme
2143,2020-04-25,40 points,Fais le grand écart de Van Damme
2143,2020-07-23,40 points,J'ai mis mes plus beaux tissus
2143,2020-10-10,50 points,Me fait une passe et boum dans la lucarne
2143,2020-12-17,30 points,Regarder d'un hublot
2143,2021-01-30,30 points,je marche sur l'eau
2143,2021-03-16,40 points,Intouchable je danse comme Omar Sy
2143,2021-05-15,30 points,l'impression de planer
2143,2021-08-16,20 points,Je vais briller
2143,2021-10-18,30 points,Regarder d'un hublot
2143,2021-12-17,50 points,De deux heures de sport amène moi Teddy Riner
2143,2022-02-02,50 points,Je te fais le grand écart de Van Damme
2144,2022-03-24,20 points,D'être soi
2145,2020-09-15,1000 €,Si facile
2146,2018-04-01,40 points,comme Eddie Murphy dans le Queens
2146,2020-10-13,20 points,Ou en pinces
2146,2020-12-30,20 points,Moi qui rince
2147,2019-10-15,30 points,La vie c'est musclé
2147,2020-09-11,20 points,Pour mieux encaisser
2147,2020-10-09,50 points,Excuses ma patience n'a plus de monnaie
2147,2020-12-05,30 points,On va y aller
2147,2021-05-19,30 points,La vie c'est musclé
2147,2022-07-01,20 points,Rêves à soulever
2148,2019-11-30,1000 €,Haut lieu
2148,2020-11-11,1000 €,Et heureux
2148,2020-11-11,2000 €,En fermant les yeux
2149,2021-05-13,20 points,Pas de prix
2150,2018-04-21,40 points,Vivre sans toi à mes côtés
2150,2018-12-14,1000 €,Le visage
2150,2019-12-09,30 points,Sans toi à mes côtés
2150,2020-04-16,30 points,Sans toi à mes côtés
2150,2021-04-27,30 points,sans toi à mes côtés
2150,2022-04-13,1000 €,va bien
2150,2022-04-13,2000 €,on le partage aux amis
2150,2022-04-13,5000 €,le monde t'aime dans ma famille
2150,2022-04-13,10000 €,organisation tu allèges mes neurones grâce à tes notifcations
2150,2022-04-13,20000 €,je fais plus gaffe à l'orthographe depuis que je te parle avec mes doigts
2152,2021-09-30,40 points,Car je suis prêt à décoller
2153,2018-05-04,30 points,Le monde avec des si
2153,2018-06-08,30 points,"De bruit, impossible de dormir"
2153,2018-08-28,40 points,À l’œil la boule au ventre
2153,2018-11-05,20 points,Boule au ventre
2153,2019-06-08,30 points,On croit au paradis
2153,2020-11-19,50 points,J'ai repris le sport je fais de mon mieux
2153,2020-12-30,50 points,On se demande pourquoi mais ainsi va la vie
2153,2021-07-13,30 points,En insultant ta foutue maladie
2153,2021-10-04,30 points,Le monde avec des si
2153,2021-11-20,50 points,Tu reposes en paix on croit au paradis
2153,2022-01-01,40 points,Donc j'ai repris le sport
2154,2016-01-01,30 points,Que je fais du music-hall
2154,2019-07-24,10 points,La scène
2154,2019-09-30,1000 €,En fer
2154,2019-09-30,2000 €,Un p'tit peu trop fragile
2154,2019-09-30,5000 €,À la scène et mal en ville
2154,2020-07-24,30 points,Mal à la scène
2154,2020-09-12,20 points,Barrer les étoiles
2154,2021-01-09,30 points,Que je fais du music-hall
2154,2021-02-04,30 points,La belle Peggy du saloon
2154,2021-04-03,1000 €,En fer
2154,2021-04-03,2000 €,Je suis pas beau
2154,2021-04-03,5000 €,Je me retrouve avec mal au cœur
2154,2021-04-03,10000 €,Qui ont du bol maintenant que je fais du music-hall
2154,2021-04-03,20000 €,"Je suis mal en homme dur et mal en petit cœur, peut-être un petit peu trop rêveur"
2154,2021-10-11,1000 €,D'affaire
2154,2021-10-11,2000 €,Je suis mal en campagne
2154,2021-10-11,5000 €,J'ai vomi tout mon quatre-heures
2154,2021-10-11,10000 €,De port à la voile la nuit barrer les étoiles
2154,2021-10-11,20000 €,La belle Peggy du saloon j'suis mal en homme dur et mal en p'tit cœur
2154,2022-10-01,30 points,Avec mal au cœur
2155,2016-09-02,30 points,L'ai tomber par terre
2155,2018-05-18,10 points,La mer
2155,2020-03-04,1000 €,En rond
2155,2020-03-04,2000 €,Calmant son alcool profond
2155,2020-03-04,5000 €,Le soleil s'écroule dans la mer
2155,2020-03-04,10000 €,Jim bossait fort pour que sa starlette bronze en hors-bord
2155,2020-03-04,20000 €,Et dans l'air du soir la chrysler s'envole dans les fougères et les nénuphars
2155,2021-03-30,20 points,Tourne pas rond
2155,2021-04-24,5000 €,Est con
2155,2021-04-24,10000 €,Fort en disant Jim
2155,2021-04-24,20000 €,Comme l'alcool et les revolvers
2155,2021-04-24,50000 €,En hors-bord avec elle il voulait un bébé sans rire
2155,2021-04-24,100000 €,Il sent son parfum sur la corniche les lacets le gravier et dans l'air du soir
2155,2021-08-20,50 points,Bossait fort pour que sa starlette bronze en hors-bord
2155,2022-04-13,40 points,Il voulait un bébé sans rire
2156,2019-04-16,1000 €,Le dos
2156,2020-10-27,40 points,Dérapage bien contrôlé admirateurs fascinés télévision
2156,2021-08-04,40 points,Tournées sonos filles en pleurs admiration
2156,2021-12-25,30 points,En coureur très beau
2157,2020-07-20,1000 €,D'Europe
2158,2019-10-23,30 points,Dans ces jolis cantiques
2158,2021-05-15,20 points,Tant de révolvers
2158,2022-03-01,1000 €,têtes inclinées
2159,2013-11-01,1000 €,Nos armoires
2159,2013-11-01,2000 €,Des choses pas commerciales
2159,2013-11-01,5000 €,Des gens lavés hors d'usage
2159,2013-11-01,10000 €,On peut nous faire et qui ravagea la moukère
2159,2014-10-29,1000 €,De choses
2159,2014-10-29,2000 €,Dérision de nous dérisoires
2159,2014-10-29,5000 €,Dégage de ces cartons d'emballage
2159,2014-10-29,10000 €,Aucun avantage on nous inflige des désirs qui nous afflige
2159,2015-10-09,30 points,Et sans aucun avantage
2159,2016-08-31,1000 €,Nous propose
2159,2016-08-31,2000 €,Dérision de nous dérisoires
2159,2016-08-31,5000 €,Les voiles que des choses pas commerciales
2159,2016-08-31,10000 €,Aucun avantage on nous inflige des désirs qui nous affligent
2159,2016-08-31,20000 €,On nous Claudia Schiffer on nous Paul-Loup Sulitzer ah le mal qu'on peut nous faire
2159,2017-12-31,1000 €,De choses
2159,2017-12-31,2000 €,L'avoir plein nos armoires
2159,2018-02-04,50 points,On nous inflige des désirs qui nous affligent
2159,2018-06-26,30 points,Et sans aucun avantage
2159,2018-07-25,1000 €,Nous propose
2159,2018-07-25,2000 €,Dérision de nous dérisoires
2159,2018-07-25,5000 €,Il faut voir comme on nous parle
2159,2018-07-25,10000 €,Lavés hors d'usage et tristes et sans aucun avantage
2159,2018-07-25,20000 €,Un désir qui nous emballe pour demain nos enfants pâles un mieux un rêve un cheval
2159,2019-04-24,40 points,Inflige des désirs qui nous affligent
2159,2019-08-16,20 points,Hors d'usage
2159,2020-02-09,40 points,Ciel dévale un désir qui nous emballe
2159,2020-07-17,20 points,Hors d'usage
2159,2020-10-04,30 points,Et sans aucun avantage
2159,2020-12-25,40 points,Un mieux un rêve un cheval
2159,2021-03-05,40 points,Et tristes et sans aucun avantage
2159,2021-10-21,1000 €,Nos armoires
2159,2021-10-21,2000 €,Comme on nous parle
2159,2021-10-21,5000 €,Inflige des désirs qui nous affligent
2159,2021-10-21,10000 €,Qu'on peut nous faire et qui ravagea la moukère
2159,2021-10-21,20000 €,Un désir qui nous emballe pour demain nos enfants pâles un mieux un rêve un cheval
2159,2022-01-04,50 points,On nous inflige des désirs qui nous affligent
2159,2022-02-24,40 points,Des gens lavés hors d'usage
2160,2015-11-25,1000 €,La récré
2160,2015-11-25,2000 €,Les gars en chocolat
2160,2015-11-25,5000 €,Les grands n'ont rien à faire
2160,2016-04-01,30 points,Je rêve je vole
2160,2017-01-18,1000 €,La récré
2160,2017-01-18,2000 €,Je rêve je vole
2160,2017-01-18,5000 €,Des géants et des petits hommes verts
2160,2017-01-18,10000 €,J'ai dix ans les filles c'est des cloches
2160,2017-01-18,20000 €,Des chewing-gums mâchés à tous les vents j'ai des prix chez le marchand
2160,2017-09-23,1000 €,Pas vrai
2160,2017-09-23,2000 €,Ta gueule à la récré
2160,2017-09-23,5000 €,Me balade une paille dans ma limonade
2160,2017-09-23,10000 €,Des sphères où les grands n'ont rien à faire
2160,2017-09-23,20000 €,Je suis le roi de la sarbacane j'envoie des chewing-gums mâchés à tous les vents
2160,2017-11-14,1000 €,la récré
2160,2017-11-14,2000 €,je rêve je vole
2160,2018-02-16,1000 €,la récré
2160,2018-02-16,2000 €,je rêve je vole
2160,2018-08-20,20 points,Plein mes poches
2160,2018-12-25,1000 €,la récré
2160,2018-12-25,2000 €,les gars en chocolat
2160,2018-12-25,5000 €,les grands n'ont rien à faire
2160,2019-06-24,30 points,Et les gars en chocolat
2160,2020-08-14,40 points,Des géants et des p'tits hommes verts
2160,2020-12-30,40 points,Les grands n'ont rien à faire
2160,2021-02-02,40 points,Je suis l'roi de la sarbacane
2160,2021-02-12,50 points,J'envoie des chewing-gums mâchés à tous les vents
2160,2021-06-09,30 points,Et les gars en chocolat
2160,2022-02-03,20 points,Plein mes poches
2161,2017-03-04,1000 €,Sa maman
2161,2017-09-28,20 points,Vulgaire très ordinaire
2161,2018-03-26,20 points,Beau l'avion
2161,2018-05-31,1000 €,carrément méchant
2161,2018-05-31,2000 €,des pharmaciens des notaires
2161,2018-09-06,50 points,Ai carrément dit non pas beau l'avion
2161,2019-07-08,1000 €,Sa maman
2161,2020-03-03,50 points,Ai carrément dit non pas beau l'avion
2161,2020-09-17,1000 €,Petit enfant
2162,2021-02-11,30 points,Les tubes de colle
2163,2014-04-14,40 points,Du début tant d'azur perdu
2163,2014-12-16,10 points,Devenu pâle
2163,2020-01-21,20 points,D'azur perdu
2163,2020-11-25,30 points,Les caresses rouges fragiles
2163,2021-01-18,40 points,Les tabasse et alors elle passe
2163,2021-09-25,30 points,Tant d'azur perdu
2163,2021-11-05,30 points,C'est bleu difficile
2163,2022-03-21,30 points,De nos gentils petits grands-pères
2166,2013-03-26,40 points,Plage son caractère naïf et sincère
2166,2018-08-28,1000 €,Des dunes
2166,2019-07-17,1000 €,La brume
2166,2019-12-17,1000 €,Des dunes
2166,2021-04-15,30 points,Ses yeux se sont fermés
2166,2021-06-16,30 points,Transportait de la musique
2169,2019-09-16,30 points,Peut pas aimer tout Paris
2169,2020-04-20,30 points,Peut pas aimer tout Paris
2169,2021-02-15,20 points,Sur mon plongeoir
2174,2019-07-01,1000 €,Cette affaire
2174,2020-11-13,20 points,Leurs robes légères
2174,2021-03-19,1000 €,De dupes
2174,2021-03-19,2000 €,Escabeaux en l'air
2174,2021-03-19,5000 €,Sur terre c'est leurs robes légères
2174,2021-03-19,10000 €,La mort la beauté les chansons d’été les rêves
2174,2021-11-17,20 points,Tordre son cou
2174,2022-01-24,40 points,Et laissant le vent tout faire
2174,,20000 €,Les hommes ou bien les palombes les bières les Khmers rouges le moindre chevreuil qui bouge
2175,2021-06-25,1000 €,son cœur
2178,2016-09-02,40 points,Jusqu'au matin d'autres qui prieraient
2178,2017-11-04,50 points,La fête jusqu'au matin d'autres qui prieraient
2178,2017-11-16,50 points,D'autres qui voudraient encore avant la fin
2178,2018-05-31,50 points,Certains qui voudraient boire et faire la fête
2178,2018-08-23,40 points,Jusqu'au matin d'autres qui prieraient
2178,2018-10-04,50 points,S'en fichent et se donneraient du plaisir
2178,2019-01-14,40 points,Qui voudraient encore partir avant la fin
2178,2019-03-08,20 points,Je t'aimerais
2178,2019-10-15,50 points,D'autres qui voudraient encore partir avant la fin
2178,2019-12-30,40 points,Jusqu'au matin d'autres qui prieraient
2178,2020-09-23,1000 €,La mer
2178,2020-09-23,2000 €,Moi je t'aimerais
2178,2020-09-23,5000 €,"Jusqu'au matin, d'autres qui prieraient"
2178,2020-09-23,10000 €,D'autres qui voudraient encore partir avant la fin
2178,2020-11-14,50 points,Certains qui voudraient boire et faire la fête
2178,2021-05-01,40 points,Fichent et se donneraient du plaisir
2178,2021-09-12,50 points,Boire et faire la fête jusqu'au matin
2178,2021-09-20,50 points,Qui voudraient encore faire l'amour une dernière fois
2178,2021-12-05,30 points,D'autres qui prieraient
2178,2022-02-17,30 points,Encore partir avant la fin
2179,2013-01-25,20 points,Tu me restes
2179,2015-06-23,40 points,Plus rien à te dire en face
2179,2015-09-09,40 points,Je leur laisserai bien sûr la place
2179,2017-07-10,20 points,Tu me restes
2179,2017-09-21,40 points,A d'autres que t'aimera
2179,2017-11-13,50 points,Mes chansons plus rien à te dire en face
2179,2018-02-08,50 points,Endurcit de tout des illusions des mauvais coups
2179,2018-03-24,30 points,Plus fortes que moi
2179,2018-05-22,40 points,Plus rien à te dire en face
2179,2018-08-20,50 points,T'aimeras bien plus belles plus fortes que moi
2179,2018-12-17,30 points,Que tu me laisses
2179,2019-08-08,30 points,Que tu me laisses
2179,2020-04-03,50 points,T'aimeras bien plus belles plus fortes que moi
2179,2020-04-09,20 points,Tu me restes
2179,2020-07-13,50 points,Mes chansons plus rien à te dire en face
2179,2020-12-24,40 points,Je leur laisserai bien sûr la place
2179,2021-01-22,40 points,De tout des illusions des mauvais coups
2179,2021-02-06,50 points,T'aimeras bien plus belles plus fortes que moi
2179,2021-04-07,30 points,À te dire en face
2179,2021-08-28,50 points,Il y en a d'autres que t'aimeras
2179,2021-09-04,1000 €,D'impression
2179,2021-09-04,2000 €,Pas osé te dire
2179,2021-09-04,5000 €,Tellement peur que tu me laisses
2179,2021-09-04,10000 €,Il y en a d'autres que t'aimeras
2179,2021-09-04,20000 €,À te dire en face le temps vous endurcit de tout des illusions des mauvais coups
2179,2021-09-30,50 points,D'impression des je t'aime un peu brouillons
2179,2021-12-17,40 points,Je leur laisserai bien sûr la place
2179,2022-08-04,50 points,Vous endurcit de tout des illusions des mauvais coups
2180,2022-03-16,20 points,Par le danger
2182,2020-06-20,30 points,Que je passe mes nuits
2183,2016-08-01,50 points,Comme le ciel a besoin de la mer
2183,2018-08-14,20 points,De la mer
2184,2014-04-15,20 points,À la nuit
2184,2015-02-02,30 points,La grandeur du pays
2186,2013-03-22,20 points,Tous les matins
2186,2013-12-24,30 points,Envie d'être bien
2186,2014-03-11,50 points,Ce que je me dis tous les matins
2186,2016-09-02,40 points,Je me dis tous les matins
2186,2017-03-29,50 points,S'en aller cultiver ses tomates au soleil
2186,2017-09-18,40 points,Je me dis tous les matins
2186,2018-02-23,30 points,Faire de ma vie
2186,2020-09-12,1000 €,Le monde
2186,2020-09-28,40 points,Pour gagner ma vie comme on dit
2186,2021-01-12,40 points,Faire quelque chose que j'aime
2187,2014-07-28,40 points,Que j'ai le sens des affaires
2187,2015-08-28,40 points,Je peux pas supporter la misère
2187,2016-05-12,40 points,Un auteur pour pouvoir inventer ma vie
2187,2016-09-17,50 points,Un acteur pour tous les jours changer de peau
2187,2017-04-09,1000 €,Mes amours
2187,2017-04-09,2000 €,Supporter la misère
2187,2017-04-09,5000 €,Ce que j'aurais voulu faire
2187,2017-04-09,10000 €,Voulu être un chanteur pour pouvoir crier qui je suis
2187,2018-01-03,50 points,Être un anarchiste et vivre comme un millionnaire
2187,2018-05-18,50 points,Me trouver beau sur un grand écran en couleurs
2187,2018-07-31,50 points,Être un chanteur pour pouvoir crier qui je suis 
2187,2018-09-06,50 points,Voulu être un auteur pour pouvoir inventer ma vie
2187,2020-03-01,40 points,Ce que j'aurais voulu faire
2187,2020-07-17,50 points,Me trouver beau sur un grand écran en couleurs
2187,2020-11-28,30 points,Le sens des affaires
2187,2021-03-30,50 points,Un acteur pour tous les jours changer de peau
2187,2022-05-01,30 points,Pouvoir crier qui je suis
2188,2017-06-04,10 points,Du cinéma
2188,2020-05-15,20 points,Châteaux de carte
2188,2022-01-03,20 points,Envie de courir
2190,2018-09-08,20 points,On se désire
2190,2020-12-24,30 points,Se déteste on se déchire
2190,2021-08-28,20 points,On se désire
2190,2021-10-03,30 points,Après les autres
2191,2020-08-26,1000 €,Mêmes banlieues
2191,2020-08-26,2000 €,Nuit remplacent le soleil
2191,2020-08-26,5000 €,Tous un numéro dans le dos
2191,2020-08-26,10000 €,Tout autour de la terre on prend les mêmes charters
2192,2014-08-28,50 points,Ça fait comme un éclair dans le brouillard
2192,2014-10-29,50 points,Qui se maquillent ça fait rire les passants
2192,2014-12-15,50 points,Le jour on est tranquille on passe incognito
2192,2015-06-18,30 points,Un éclair dans le brouillard
2192,2015-07-01,20 points,Dans le brouillard
2192,2015-10-15,50 points,Qui s'y promènent ressortent sur des brancards
2192,2017-11-15,30 points,Ressortent sur des brancards
2192,2017-12-04,50 points,Ça fait comme un éclair dans le brouillard
2192,2018-03-09,50 points,Qui se maquillent ça fait rire les passants
2192,2018-07-04,50 points,Le jour on est tranquille on passe incognito
2192,2018-08-02,40 points,Être heureux avant d’être vieux
2192,2018-12-07,50 points,On vit sans domicile on dort dans des hangars
2192,2019-02-08,50 points,C'est ce que disent les journaux du soir
2192,2019-03-28,40 points,De peau et on frappe au hasard
2192,2019-08-01,50 points,On agit sans mobile ça vous parait bizarre
2192,2020-01-23,20 points,Dans le brouillard
2192,2020-08-27,50 points,Parait bizarre c'est peut-être qu'on est débiles
2192,2021-04-13,1000 €,La ville
2192,2021-04-13,2000 €,Panique sur les boulevards
2192,2021-04-13,5000 €,Qui se maquillent ça fait rire les passants
2192,2021-04-13,10000 €,Et on frappe au hasard alors préparez vous pour la bagarre
2192,2021-04-13,20000 €,C'est peut être par désespoir du moins c'est ce que disent les journaux du soir
2192,2021-09-29,50 points,On vit sans domicile on dort dans des hangars
2192,2021-11-12,40 points,On est tranquilles on passe incognito
2194,2014-05-20,50 points,L'univers j'ai pas tiré le bon numéro
2194,2015-04-21,40 points,Pas envie d'être un robot
2194,2017-01-18,20 points,Vers le haut
2194,2020-02-24,30 points,Tiré le bon numéro
2194,2021-11-07,30 points,Des envies de métamorphose
2195,2019-09-09,30 points,Sans savoir qui je suis
2195,2020-04-13,30 points,Sans savoir qui je suis
2196,2015-02-03,50 points,On dirait qu'il vit dans une autre galaxie
2196,2016-12-11,50 points,La musique il vend des disques dans une boutique
2196,2018-06-16,1000 €,Ma faute
2196,2018-06-16,2000 €,Sur lui dans la rue
2196,2018-06-16,5000 €,M'a dit viens prendre un café
2196,2018-06-16,10000 €,De la musique il vend des disques dans une boutique
2196,2018-06-16,20000 €,"Oui je sais il aime les garçons, je devrais me faire une raison, essayer de l’oublier"
2196,2018-09-17,20 points,Envie de lui
2196,2018-10-04,30 points,A ri on a pleuré
2196,2020-03-04,30 points,Dans une autre galaxie
2196,2020-08-01,30 points,Viens prendre un café
2196,2020-11-23,20 points,Envie de lui
2196,2021-11-22,50 points,Et j'avais besoin de parler à quelqu'un
2196,2022-02-17,40 points,Il vend des disques dans une boutique
2197,2013-03-04,1000 €,Vieux Rome
2197,2013-03-04,2000 €,Ne peux plus arrêter
2197,2016-05-01,30 points,L'amour a tout emporté
2197,2016-11-19,30 points,A balayé le passé
2197,2017-03-30,1000 €,Vieux Rome
2197,2017-03-30,2000 €,Résonne m'emprisonne tourbillonne
2197,2017-11-22,40 points,Et mon cœur bat trop fort
2197,2018-02-14,1000 €,Une ombre
2197,2018-05-14,1000 €,Vieux Rome
2197,2018-05-14,2000 €,Résonne m'emprisonne tourbillonne
2197,2018-05-14,5000 €,En moi à balayé le passé
2197,2018-05-14,10000 €,Vision d’images d’un voyage qui s’achève
2197,2018-06-27,40 points,Et mon cœur bat trop fort
2197,2020-01-31,30 points,Comme une nuit sans rêve
2197,2020-07-09,20 points,Qui s'achève
2197,2020-12-12,20 points,A tout emporté
2197,2021-05-05,30 points,C'est un incendie
2197,2021-11-29,30 points,A balayé le passé
2197,2022-06-05,20 points,Peut plus arrêter
2198,2013-03-25,50 points,Le matin il m'amène à l'école
2198,2020-11-04,40 points,D'œil aux mamans accompagnant leurs enfants
2198,2020-12-15,1000 €,Ministère amer
2198,2021-06-16,1000 €,Ambiance folle
2198,2021-06-16,2000 €,Ça c'est sûr
2199,2019-07-23,1000 €,Fait bon
2200,2013-11-06,50 points,Histoire ne tienne plus qu'en un refrain
2200,2015-04-17,40 points,Tout est nouveau sous le soleil
2200,2018-04-05,50 points,Tu m’embrasses tout est nouveau sous le soleil
2200,2021-06-01,1000 €,Tu veux
2202,2014-07-14,20 points,Dans la prairie
2202,2018-04-21,1000 €,L'infanterie
2202,2018-05-08,20 points,Avec des canards
2202,2018-07-06,1000 €,De mai
2202,2018-07-06,2000 €,Je te l'ai racontée
2202,2018-07-06,5000 €,Des canards des pommiers dans la prairie
2202,2020-09-24,30 points,Village plein d'amis
2202,2020-11-21,20 points,Avec des canards
2202,2021-02-03,20 points,Dans la prairie
2202,2021-06-15,1000 €,Village français
2202,2021-09-15,1000 €,De mai
2202,2021-09-15,2000 €,Lesquelles tombe la pluie
2202,2021-09-15,5000 €,Un petit village plein d'amis
2202,2021-09-15,10000 €,Je suis américaine et je suis née à Philadelphie
2202,2021-09-15,20000 €,Un peu de terre de notre pays j'ai tremblé en écoutant la radio toutes les nuits
2203,2014-07-25,1000 €,Dit divorce
2203,2014-07-25,2000 €,Oublier tous les problèmes
2203,2015-06-10,50 points,Prends les tripes ça te prend la tête
2203,2015-07-09,50 points,Car pire que ça ce serait la mort
2203,2016-05-01,50 points,Et puis tu pries pour que ça s'arrête
2203,2018-03-22,40 points,Les problèmes ou bien la musique
2203,2018-05-24,50 points,Prends les tripes ça te prend la tête
2203,2018-12-20,50 points,Car pire que ça ce serait la mort
2203,2020-08-08,50 points,Les problèmes ou bien la musique
2203,2021-06-18,40 points,Tu pries pour que ça s'arrête
2203,2021-07-10,50 points,Fatigue dit réveil encore sourd de la veille
2203,2021-08-09,40 points,Pire que ça ce serait la mort 
2203,2022-05-01,40 points,Est-ce la zik ou les problèmes
2203,2022-09-02,40 points,Alors tu te bouches plus les oreilles
2204,2017-11-11,10 points,Pour soi
2204,2018-05-18,30 points,Vous avez juste la cote
2204,2018-08-21,1000 €,S'affilie
2204,2019-07-30,1000 €,S'affilie
2204,2019-07-30,2000 €,Des coups d'hashtags
2204,2019-07-30,5000 €,Vous et puis chacun pour soi
2204,2019-07-30,10000 €,De choix voulez voulez-vous des sentiments tombés du camion
2204,2020-05-18,1000 €,Finit solo
2204,2020-05-18,2000 €,Avez juste la côte
2204,2020-05-18,5000 €,Comme ça qu'on s'aime
2204,2020-05-18,10000 €,L'offre et la demande pour unique et seule loi
2204,2020-05-18,20000 €,Cet oiseau de malheur je le mets en cage je le fais chanter moi
2204,2022-01-03,1000 €,Quarante-huit heures
2204,2022-01-03,2000 €,Ceux qui vous likent
2204,2022-04-27,40 points,La demande pour unique et seule loi
2206,2014-08-07,40 points,Je vais pas vous draguer promis juré
2206,2014-11-12,50 points,Autre chose à faire vous m'auriez vu hier
2206,2015-04-17,1000 €,oups mademoiselle
2206,2015-04-17,2000 €,pas faire d'enfant
2206,2015-04-17,5000 €,poli courtois et un peu fort bourré
2206,2015-04-17,10000 €,elle va te larguer comme elles le font chaque fois
2206,2015-04-17,20000 €,si maman est chiante c'est qu'elle a peur d'être mamie
2206,2015-12-15,1000 €,Promis juré
2206,2015-12-15,2000 €,Je t'ai pas insultée
2206,2015-12-15,5000 €,Beau parce que tu t'es marié
2206,2015-12-15,10000 €,Attends trois ans sept ans et là vous verrez
2206,2015-12-15,20000 €,A peur d'être mamie si papa trompe maman c'est parce que maman vieillit tiens
2206,2016-02-19,50 points,Te larguer comme elles le font chaque fois
2206,2016-05-08,50 points,C'est qu'un anneau mec t'emballe pas
2206,2017-07-10,50 points,C'est qu'un anneau mec t'emballe pas
2206,2017-07-10,40 points,Parce que tu t'es marié
2206,2017-09-23,40 points,À faire vous m'auriez vu hier
2206,2017-11-14,50 points,C'est qu'un anneau mec t'emballe pas
2206,2018-07-13,50 points,Autre chose à faire vous m'auriez vu hier
2206,2018-08-25,50 points,Te crois beau parce que tu t'es marié
2206,2018-09-18,50 points,Va te larguer comme elles le font chaque fois
2206,2019-04-08,40 points,Courtois et un peu fort bourré 
2206,2019-04-24,50 points,Va te larguer comme elles le font chaque fois
2206,2019-12-01,30 points,Je t'ai pas insultée
2206,2020-01-08,50 points,C'est qu'un anneau mec t'emballe pas
2206,2020-02-10,40 points,"Poli, courtois et un peu fort bourré"
2206,2020-07-04,20 points,Faire d'enfant
2206,2021-01-21,1000 €,Promis juré
2206,2021-02-20,50 points,Et puis l'autre fille tu lui en as parlé
2206,2021-08-31,40 points,Comme elles le font chaque fois
2206,2021-11-13,50 points,Et au petit aussi enfin si vous en avez
2206,2022-01-20,40 points,Qu'un anneau mec t'emballe pas
2206,2022-04-14,20 points,T'es mariéé
2206,2022-08-03,50 points,C'est qu'elle a peur d'être mamie
2209,2015-09-09,50 points,Un jour ou l'autre on sera tous papa
2209,2017-06-17,40 points,Personne sait comment on fait des papas
2209,2017-09-21,50 points,Des génies dites-nous qui donne naissance aux irresponsables ?
2209,2018-02-03,50 points,Bien un jour où on n'y croira plus
2209,2018-06-01,40 points,A l'autre on aura disparu
2209,2018-08-16,50 points,D'un jour à l'autre on aura disparu
2209,2018-10-05,50 points,On aura disparu serons-nous détestables serons-nous admirables
2209,2018-12-27,30 points,On sera tous papa
2209,2018-12-29,30 points,J'ai compté mes doigts
2209,2019-09-17,40 points,En aurait hérité c'est ça
2209,2020-02-01,50 points,On aura disparu serons-nous détestables serons-nous admirables
2209,2020-03-09,50 points,Ou quoi dites-nous où c'est caché
2209,2020-04-21,40 points,En aurait hérité c'est ça
2209,2020-07-24,50 points,Ou quoi dites-nous où c'est caché
2209,2020-10-19,40 points,Sait comment on fait des bébés
2209,2020-12-30,50 points,D'un jour à l'autre on aura disparu
2209,2021-03-25,50 points,Des génies dites-nous qui donne naissance aux irresponsables ?
2209,2021-04-24,20 points,Sera tous papa
2209,2021-12-07,50 points,Mais personne sait comment on fait des papas
2209,2021-12-18,30 points,On n'y croira plus
2209,2022-02-02,1000 €,par trouver
2209,2022-02-02,2000 €,mal accompagné pas vrai
2209,2022-02-02,5000 €,que j'ai compté mes doigts
2209,2022-02-02,10000 €,un jour ou l'autre on sera tous papa
2209,2022-02-02,20000 €,Monsieur je-sais-tout en aurait hérité c'est ça faut le sucer de son pouce ou quoi
2209,2022-03-30,40 points,Jour à l'autre on aura disparu
2210,2022-01-01,40 points,Qu'on puisse y manger par terre
2210,2022-03-24,20 points,Ça ta carrière
2211,2018-02-15,50 points,Toi tu n’as qu’une seule envie
2211,2018-09-07,20 points,Tes oreilles sifflent
2211,2020-12-31,30 points,À qui la faute
2211,2021-02-06,50 points,Toi tu n’as qu’une seule envie
2211,2021-10-27,30 points,Ce qu'ils disent
2213,2014-04-18,30 points,Sûrement aux prochaines règles
2213,2017-01-16,50 points,Mais comme toujours c'est pas le bon moment
2213,2017-10-04,50 points,Au revoir à ta mère elle qui t'idéalise
2213,2018-02-08,50 points,Mon derrière il est à côté de mes valises
2213,2018-04-04,50 points,Mais pour les élever y aura des absents
2213,2018-10-20,40 points,À ta mère elle qui t'idéalise
2213,2019-09-30,40 points,À ta mère elle qui t'idéalise
2213,2019-10-25,50 points,Tu pers avec une autre ce serait pire
2213,2020-01-04,30 points,Une dernière fois mon derrière
2213,2020-08-15,50 points,Tu perds avec une autre ce serait pire
2213,2020-09-28,50 points,Mon derrière il est à côté de mes valises
2213,2021-01-02,40 points,C'est le monde à l'envers
2213,2021-05-05,40 points,C'est pas le bon moment
2213,2021-06-15,50 points,Tu peux croire que c'est qu'une crise
2213,2021-07-19,50 points,Pour te faire réagir seulement toi t'y pensais
2213,2021-10-16,40 points,Que Kate Moss qui est éternelle
2213,2022-04-20,30 points,Elle qui t'idéalise
2214,2014-10-29,30 points,Sonnée par ce foutu détail
2214,2015-03-03,40 points,Résonne au fond de tes entrailles
2214,2015-04-20,20 points,Ventre se tord
2214,2016-05-31,20 points,De mes entrailles
2214,2018-02-01,10 points,Foutu détail
2214,2018-05-26,30 points,Au fond de mes entrailles
2214,2018-08-16,20 points,Ce foutu détail
